T,h-bar,u-bar,s-bar
890.0,26568.0,19168.0,224.288
900.0,26890.0,19407.0,224.647
910.0,27210.0,19644.0,225.002
920.0,27532.0,19883.0,225.353
930.0,27854.0,20122.0,225.701
940.0,28178.0,20362.0,226.047
950.0,28501.0,20603.0,226.389
960.0,28826.0,20844.0,226.728
970.0,29151.0,21086.0,227.064
980.0,29476.0,21328.0,227.398
990.0,29803.0,21571.0,227.728
1000.0,30129.0,21815.0,228.057
1020.0,30784.0,22304.0,228.706
1040.0,31442.0,22795.0,229.344
1060.0,32101.0,23288.0,229.973
1080.0,32762.0,23782.0,230.591
1100.0,33426.0,24280.0,231.199
1120.0,34092.0,24780.0,231.799
1140.0,34760.0,25282.0,232.391
1160.0,35430.0,25786.0,232.973
1180.0,36104.0,26291.0,233.549
1200.0,36777.0,26799.0,234.115
1220.0,37452.0,27308.0,234.673
1240.0,38129.0,27819.0,235.223
1260.0,38807.0,28331.0,235.766
1280.0,39488.0,28845.0,236.302
1300.0,40170.0,29361.0,236.831
1320.0,40853.0,29378.0,237.353
1340.0,41539.0,30398.0,237.867
1360.0,42227.0,30919.0,238.376
1380.0,42915.0,31441.0,238.878
1400.0,43605.0,31964.0,239.375
1420.0,44295.0,32489.0,239.865
1440.0,44988.0,33014.0,240.35
1460.0,45682.0,33543.0,240.827
1480.0,46377.0,34071.0,241.301
1500.0,47073.0,34601.0,241.768
1520.0,47771.0,35133.0,242.228
1540.0,48470.0,35665.0,242.685
1560.0,49168.0,36197.0,243.137
1580.0,49869.0,36732.0,243.585
1600.0,50571.0,37268.0,244.028
1620.0,51275.0,37806.0,244.464
1640.0,51980.0,38344.0,244.896
1660.0,52686.0,38884.0,245.324
1680.0,53393.0,39424.0,245.747
1700.0,54099.0,39965.0,246.166
1720.0,54807.0,40507.0,246.58
1740.0,55516.0,41049.0,246.99
1760.0,56227.0,41594.0,247.396
1780.0,56938.0,42139.0,247.798
1800.0,57651.0,42685.0,248.195
1820.0,58363.0,43231.0,248.589
1840.0,59075.0,43777.0,248.979
1860.0,59790.0,44324.0,249.365
1880.0,60504.0,44873.0,249.748
1900.0,61220.0,45423.0,250.128
1920.0,61936.0,45973.0,250.502
1940.0,62654.0,46524.0,250.874
1960.0,63381.0,47075.0,251.242
1980.0,64090.0,47627.0,251.607
2000.0,64810.0,48181.0,251.969
2050.0,66612.0,49567.0,252.858
2100.0,68417.0,50957.0,253.726
2150.0,70226.0,52351.0,254.578
2200.0,72040.0,53749.0,255.412
2250.0,73856.0,55149.0,256.227
2300.0,75676.0,56553.0,257.027
2350.0,77496.0,57958.0,257.81
2400.0,79320.0,59366.0,258.58
2450.0,81149.0,60779.0,259.332
2500.0,82981.0,62195.0,260.073
2550.0,84814.0,63613.0,260.799
2600.0,86650.0,65033.0,261.512
2650.0,88488.0,66455.0,262.213
2700.0,90328.0,67880.0,262.902
2750.0,92171.0,69306.0,263.577
2800.0,94014.0,70734.0,264.241
2850.0,95859.0,72163.0,264.895
2900.0,97705.0,73593.0,265.538
2950.0,99556.0,75028.0,266.17
3000.0,101407.0,76464.0,266.793
3050.0,103260.0,77902.0,267.404
3100.0,105115.0,79341.0,268.007
3150.0,106972.0,80782.0,268.601
3200.0,108830.0,82224.0,269.186
3250.0,110690.0,83668.0,269.763
